"","V1","V2","V3","V4","V5","V6","V7"
"1",0.018224994186312,0.024431221652776,0.160294794477522,0.263692480279133,0.419575624167919,0.617186503019184,0.69437633571215
"2",0.0180935579423731,0.0252795899933793,0.134205979223652,0.256725808225172,0.422757112248232,0.611357462887782,0.704117733719122
"3",0.0294263523449861,0.0360283470076339,0.131529730255791,0.26680263276807,0.427874197290783,0.596373489745049,0.697253118678179
"4",0.0308773674981149,0.0730237980633219,0.182233611842007,0.241575393689214,0.418600627025406,0.596330759450438,0.699254441031486
"5",0.0645187210330222,0.0721152006674374,0.213763631890964,0.242535295814527,0.38661446005036,0.60940959225776,0.694237291254669
"6",0.0433874193473851,0.0900443105400405,0.225599350320862,0.239866915932757,0.396420942885881,0.615571204698195,0.710484813144406
"7",0.022140004415534,0.0875141566766412,0.22371586278275,0.250199214309857,0.391140400185066,0.611365358384932,0.694334228247769
"8",0.0243967794839799,0.0702718090108157,0.213702122394196,0.238306940271265,0.37756911733691,0.61822806973226,0.697228046771057
"9",0.0273406002605524,0.087576268263711,0.175426153306582,0.245760651226103,0.39084603717369,0.624818178740874,0.696565594847158
"10",0.0227416889614007,0.0547652594744607,0.224078940908568,0.259428670146346,0.379043093295838,0.617001154219361,0.69388852537851
"11",0.0266291616113786,0.0728961707764507,0.224829252069881,0.258701331042771,0.350566898237874,0.608012040984528,0.710748239682313
"12",0.0267809017345571,0.0590922261169018,0.230392284823494,0.263593357826559,0.341196380844504,0.616871992654726,0.708593210184322
"13",0.0245068038278638,0.084446184122527,0.228778547306278,0.247853391480888,0.382923326217815,0.619520307575144,0.704144837866366
"14",0.0241148474410055,0.0786869511353643,0.211317566023498,0.265054435929894,0.37148348228962,0.618392065467987,0.708585063707795
"15",0.0793383069416629,0.0920785570701308,0.19410058794752,0.246507886934373,0.389799066343873,0.615228021611868,0.703787227763206
"16",0.0849949634085865,0.0940920006741666,0.190535892565659,0.228062512687273,0.383818883094456,0.602772358939924,0.700219289161775
"17",0.0264383294268161,0.0941400351074982,0.18468926272106,0.255067960114765,0.397707087517586,0.605332235072622,0.703658812420009
"18",0.0741344979892609,0.101190305660251,0.192580094319149,0.259287343087548,0.378332411011339,0.57240575354362,0.692829379008631
"19",0.0859353047025354,0.129476057736546,0.190483444427259,0.27072450601796,0.379089509836601,0.548578795927601,0.703995406805427
"20",0.0992370095154614,0.135839290921392,0.18450093202518,0.259804561688573,0.39476353613684,0.550198610605453,0.703475488328376
"21",0.088100283590403,0.130420290104004,0.143094767040112,0.295744611526323,0.394181612461005,0.532183556548018,0.702686937437661
"22",0.0846599372529428,0.120315797333511,0.177164744155557,0.27484670840638,0.402902158606015,0.533893098957822,0.709354775929603
"23",0.0852376006285049,0.130360304758097,0.1847779123144,0.332235154293332,0.396875540770713,0.491124066127273,0.697209407430168
"24",0.0894624723355326,0.125169412167294,0.215752210560106,0.329977411429171,0.382866098424978,0.472376115331838,0.703778147169756
"25",0.0543459067053977,0.119194777944779,0.211331921233771,0.318191343933103,0.386243465870247,0.476065690549625,0.734532658951396
"26",0.0286020848821491,0.0882856793487928,0.232624728527884,0.309498849268375,0.38829582962125,0.47533930945553,0.788890458281063
"27",0.0215579949313374,0.0888873153300672,0.221867629949821,0.30221995373952,0.382419019964,0.498734399481213,0.78970273157368
"28",0.0517563039757189,0.136844356772293,0.229854733127696,0.292835003009543,0.392748731497501,0.496609932153093,0.790689373903121
"29",0.0899174044832976,0.109044358250154,0.234807911725676,0.294579179367543,0.406873125060043,0.4818086722178,0.789640624333652
"30",0.0127300817810368,0.0985934074749589,0.229594716889198,0.294004126450016,0.39657450444891,0.479231818089167,0.802728843651093
"31",0.00738109187290093,0.0846364364150666,0.205164893436824,0.293490304191149,0.382631686404441,0.499117186152823,0.790028418752898
"32",0.0155351147151448,0.130786851340441,0.215436550338916,0.311861727344608,0.382174644058295,0.522987380384836,0.789505048698258
"33",0.0234698980725584,0.103349573083104,0.201433737162097,0.282130347066115,0.363844199163485,0.515055345605168,0.790632049090578
"34",0.00948745802973569,0.0903789902782442,0.165324820963331,0.29125223798308,0.393836108353652,0.527746846796677,0.792062834250363
